concept is Existence  Preservation and Conversion of Substance, accuracy is 0.2755905511811024, response is No
concept is Metal, accuracy is 0.9883720930232558, response is Yes
concept is Oxide(CO2), accuracy is 0.7733333333333333, response is Yes
concept is Research Into Application of Substance Property, accuracy is 0.7297297297297297, response is Yes
concept is Research Into Application of Substance Property, accuracy is 0.6486486486486487, response is No
concept is Research Into Application of Substance Property, accuracy is 0.5675675675675675, response is Yes
concept is Oxide(CO2), accuracy is 0.8289473684210527, response is Yes
concept is Oxide(CO2), accuracy is 0.7733333333333333, response is Yes
concept is Research Into Application of Substance Property, accuracy is 0.24324324324324326, response is No
concept is Research Into Application of Substance Property, accuracy is 0.8676470588235294, response is Yes
concept is Metal, accuracy is 0.47674418604651164, response is Yes
concept is Oxide(CO2), accuracy is 0.8026315789473685, response is Yes
concept is Oxide(CO2), accuracy is 0.9473684210526315, response is Yes
concept is Metal, accuracy is 0.7093023255813954, response is Yes
concept is Research Into Application of Substance Property, accuracy is 0.7297297297297297, response is Yes
concept is Research Into Application of Substance Property, accuracy is 0.3088235294117647, response is Yes
concept is Research Into Application of Substance Property, accuracy is 0.4264705882352941, response is Yes
concept is Research Into Application of Substance Property, accuracy is 0.22058823529411764, response is No
concept is Oxide(CO2), accuracy is 0.5263157894736842, response is No
concept is Oxide(CO2), accuracy is 0.92, response is Yes
concept is Oxide(CO2), accuracy is 0.3333333333333333, response is Yes
concept is Oxide(CO2), accuracy is 0.6973684210526315, response is Yes
concept is Oxide(CO2), accuracy is 0.7866666666666666, response is Yes
concept is Metal, accuracy is 0.686046511627907, response is Yes
concept is Research Into Application of Substance Property, accuracy is 0.7058823529411765, response is Yes
concept is Metal, accuracy is 0.9534883720930233, response is Yes
concept is Research Into Application of Substance Property, accuracy is 0.35294117647058826, response is Yes
concept is Metal, accuracy is 0.313953488372093, response is No
concept is Metal, accuracy is 0.46511627906976744, response is Yes
concept is Metal, accuracy is 0.8604651162790697, response is Yes
concept is Metal, accuracy is 0.3953488372093023, response is Yes
concept is Oxide(CO2), accuracy is 0.6973684210526315, response is Yes
concept is Research Into Application of Substance Property, accuracy is 0.07352941176470588, response is No
concept is Oxide(CO2), accuracy is 0.881578947368421, response is Yes
concept is Metal, accuracy is 0.7674418604651163, response is Yes
concept is Molecules and Atoms, accuracy is 0.9210526315789473, response is Yes
concept is Molecules and Atoms, accuracy is 0.9210526315789473, response is Yes
concept is Molecules and Atoms, accuracy is 0.6710526315789473, response is No
concept is Molecules and Atoms, accuracy is 0.5394736842105263, response is Yes
concept is Molecules and Atoms, accuracy is 1.0, response is Yes
concept is Molecules and Atoms, accuracy is 0.47368421052631576, response is Yes
concept is Molecules and Atoms, accuracy is 0.40789473684210525, response is Yes
concept is Molecules and Atoms, accuracy is 0.18421052631578946, response is No
concept is Molecules and Atoms, accuracy is 0.9473684210526315, response is Yes
concept is Existence  Preservation and Conversion of Substance, accuracy is 0.42857142857142855, response is No
concept is Molecules and Atoms, accuracy is 0.881578947368421, response is Yes
concept is Research Into Application of Substance Property, accuracy is 0.13513513513513514, response is No
concept is Research Into Application of Substance Property, accuracy is 0.4864864864864865, response is No
concept is Metal, accuracy is 1.0, response is Yes
concept is Research Into Application of Substance Property, accuracy is 0.972972972972973, response is No
concept is Metal, accuracy is 0.20930232558139536, response is No
concept is Research Into Application of Substance Property, accuracy is 0.5294117647058824, response is Yes
concept is Research Into Application of Substance Property, accuracy is 0.7027027027027027, response is Yes
concept is Metal, accuracy is 0.7906976744186046, response is Yes
concept is Research Into Application of Substance Property, accuracy is 0.5147058823529411, response is No
concept is Metal, accuracy is 0.9883720930232558, response is Yes
concept is Research Into Application of Substance Property, accuracy is 0.7297297297297297, response is Yes
concept is Research Into Application of Substance Property, accuracy is 0.6486486486486487, response is Yes
concept is Research Into Application of Substance Property, accuracy is 0.5675675675675675, response is No
concept is Research Into Application of Substance Property, accuracy is 0.24324324324324326, response is No
concept is Research Into Application of Substance Property, accuracy is 0.8676470588235294, response is Yes
concept is Metal, accuracy is 0.47674418604651164, response is No
concept is Metal, accuracy is 0.7093023255813954, response is Yes
concept is Research Into Application of Substance Property, accuracy is 0.7297297297297297, response is Yes
concept is Research Into Application of Substance Property, accuracy is 0.3088235294117647, response is Yes
concept is Research Into Application of Substance Property, accuracy is 0.4264705882352941, response is Yes
concept is Research Into Application of Substance Property, accuracy is 0.22058823529411764, response is No
concept is Metal, accuracy is 0.686046511627907, response is Yes
concept is Research Into Application of Substance Property, accuracy is 0.7058823529411765, response is No
concept is Metal, accuracy is 0.9534883720930233, response is Yes
concept is Research Into Application of Substance Property, accuracy is 0.35294117647058826, response is Yes
concept is Metal, accuracy is 0.313953488372093, response is Yes
concept is Metal, accuracy is 0.46511627906976744, response is Yes
concept is Metal, accuracy is 0.8604651162790697, response is No
concept is Metal, accuracy is 0.3953488372093023, response is No
concept is Research Into Application of Substance Property, accuracy is 0.07352941176470588, response is No
concept is Metal, accuracy is 0.7674418604651163, response is Yes
concept is Molecules and Atoms, accuracy is 0.6071428571428571, response is No
concept is Molecules and Atoms, accuracy is 0.8365384615384616, response is Yes
concept is Molecules and Atoms, accuracy is 0.9711538461538461, response is Yes
concept is Molecules and Atoms, accuracy is 0.7142857142857143, response is No
concept is Molecules and Atoms, accuracy is 0.9210526315789473, response is Yes
concept is Molecules and Atoms, accuracy is 0.8571428571428571, response is Yes
concept is Molecules and Atoms, accuracy is 0.9210526315789473, response is Yes
concept is Molecules and Atoms, accuracy is 0.75, response is No
concept is Molecules and Atoms, accuracy is 0.75, response is No
concept is Molecules and Atoms, accuracy is 0.7692307692307693, response is Yes
concept is Molecules and Atoms, accuracy is 0.5673076923076923, response is No
concept is Molecules and Atoms, accuracy is 0.6710526315789473, response is Yes
concept is Molecules and Atoms, accuracy is 0.5394736842105263, response is No
concept is Molecules and Atoms, accuracy is 0.42857142857142855, response is No
concept is Molecules and Atoms, accuracy is 0.2403846153846154, response is Yes
concept is Molecules and Atoms, accuracy is 1.0, response is Yes
concept is Molecules and Atoms, accuracy is 0.47368421052631576, response is No
concept is Molecules and Atoms, accuracy is 0.46153846153846156, response is Yes
concept is Molecules and Atoms, accuracy is 0.14285714285714285, response is No
concept is Molecules and Atoms, accuracy is 0.40789473684210525, response is No
concept is Molecules and Atoms, accuracy is 0.22115384615384615, response is No
concept is Molecules and Atoms, accuracy is 0.6428571428571429, response is Yes
concept is Molecules and Atoms, accuracy is 0.18421052631578946, response is No
concept is Molecules and Atoms, accuracy is 0.4807692307692308, response is Yes
concept is Molecules and Atoms, accuracy is 0.9473684210526315, response is Yes
concept is Molecules and Atoms, accuracy is 0.6785714285714286, response is Yes
concept is Molecules and Atoms, accuracy is 0.881578947368421, response is No
concept is Molecules and Atoms, accuracy is 0.9285714285714286, response is Yes
concept is Air (Oxygen), accuracy is 0.9333333333333333, response is Yes
concept is Air (Oxygen), accuracy is 0.8, response is Yes
concept is Air (Oxygen), accuracy is 0.8666666666666667, response is Yes
concept is Air (Oxygen), accuracy is 0.6333333333333333, response is Yes
concept is Air (Oxygen), accuracy is 0.6, response is No
concept is Air (Oxygen), accuracy is 0.06666666666666667, response is No
concept is Air (Oxygen), accuracy is 0.26666666666666666, response is Yes
concept is Air (Oxygen), accuracy is 0.6, response is Yes
concept is Air (Oxygen), accuracy is 0.23333333333333334, response is No
concept is Air (Oxygen), accuracy is 0.9666666666666667, response is Yes
concept is Air (Oxygen), accuracy is 0.43333333333333335, response is Yes
concept is Air (Oxygen), accuracy is 0.7, response is Yes
concept is Air (Oxygen), accuracy is 0.2, response is No
concept is Air (Oxygen), accuracy is 0.7666666666666667, response is Yes
concept is Air (Oxygen), accuracy is 0.4, response is Yes
concept is Air (Oxygen), accuracy is 0.8666666666666667, response is Yes
concept is Metal, accuracy is 0.8103448275862069, response is Yes
concept is Element, accuracy is 0.2383177570093458, response is No
concept is Basic Experimental Operation, accuracy is 0.8333333333333334, response is No
concept is Physical and Chemical Changes, accuracy is 0.40625, response is Yes
concept is Basic Experimental Operation, accuracy is 0.8846153846153846, response is Yes
concept is Air (Oxygen), accuracy is 0.8620689655172413, response is Yes
concept is Physical and Chemical Changes, accuracy is 0.6875, response is No
concept is Physical and Chemical Changes, accuracy is 0.5, response is No
concept is Element, accuracy is 0.6682242990654206, response is No
concept is Oxide(CO2), accuracy is 0.44, response is No
concept is Physical and Chemical Changes, accuracy is 0.21875, response is No
concept is Basic Reaction Types (Including Reaction Rules), accuracy is 0.5609756097560976, response is No
concept is Basic Reaction Types (Including Reaction Rules), accuracy is 0.9024390243902439, response is No
concept is Basic Experimental Operation, accuracy is 0.7923076923076923, response is No
concept is Oxide(CO2), accuracy is 0.32, response is No
concept is Metal, accuracy is 0.3275862068965517, response is Yes
concept is Basic Experimental Operation, accuracy is 0.875, response is Yes
concept is Basic Experimental Operation, accuracy is 0.8541666666666666, response is No
concept is Metal, accuracy is 0.9482758620689655, response is Yes
concept is Oxide(CO2), accuracy is 0.8275862068965517, response is Yes
concept is Basic Reaction Types (Including Reaction Rules), accuracy is 0.6341463414634146, response is No
concept is Basic Experimental Operation, accuracy is 0.9583333333333334, response is Yes
concept is Air (Oxygen), accuracy is 0.5172413793103449, response is No
concept is Research Into Application of Substance Property, accuracy is 0.5294117647058824, response is No
concept is Basic Reaction Types (Including Reaction Rules), accuracy is 0.3170731707317073, response is No
concept is Air (Oxygen), accuracy is 0.27586206896551724, response is No
concept is Air (Oxygen), accuracy is 0.08620689655172414, response is No
concept is Air (Oxygen), accuracy is 0.7068965517241379, response is Yes
concept is Air (Oxygen), accuracy is 1.0, response is Yes
concept is Air (Oxygen), accuracy is 0.5344827586206896, response is No
concept is Research Into Application of Substance Property, accuracy is 0.5147058823529411, response is No
concept is Oxide(CO2), accuracy is 0.9259259259259259, response is Yes
concept is Basic Reaction Types (Including Reaction Rules), accuracy is 0.2926829268292683, response is No
concept is Oxide(CO2), accuracy is 0.8461538461538461, response is No
concept is Element, accuracy is 0.32710280373831774, response is No
concept is Element, accuracy is 0.7663551401869159, response is Yes
concept is Basic Experimental Operation, accuracy is 0.9769230769230769, response is Yes
concept is Basic Experimental Operation, accuracy is 0.8384615384615385, response is No
concept is Physical and Chemical Changes, accuracy is 0.25, response is No
concept is Research Into Substance Property, accuracy is 0.47572815533980584, response is No
concept is Basic Reaction Types (Including Reaction Rules), accuracy is 0.12195121951219512, response is No
concept is Research Into Application of Substance Property, accuracy is 0.8676470588235294, response is No
concept is Research Into Substance Property, accuracy is 0.5048543689320388, response is No
concept is Metal, accuracy is 0.5862068965517241, response is Yes
concept is Oxide(CO2), accuracy is 0.5769230769230769, response is No
concept is Research Into Substance Property, accuracy is 0.9320388349514563, response is Yes
concept is Basic Reaction Types (Including Reaction Rules), accuracy is 0.6341463414634146, response is Yes
concept is Research Into Substance Property, accuracy is 0.6601941747572816, response is Yes
concept is Basic Experimental Operation, accuracy is 0.9166666666666666, response is No
concept is Element, accuracy is 0.4719626168224299, response is No
concept is Metal, accuracy is 0.7413793103448276, response is No
concept is Air (Oxygen), accuracy is 0.6379310344827587, response is Yes
concept is Metal, accuracy is 0.603448275862069, response is Yes
concept is Oxide(CO2), accuracy is 0.9310344827586207, response is Yes
concept is Physical and Chemical Changes, accuracy is 0.7941176470588235, response is No
concept is Metal, accuracy is 0.6206896551724138, response is No
concept is Element, accuracy is 0.35514018691588783, response is No
concept is Element, accuracy is 0.822429906542056, response is No
concept is Research Into Application of Substance Property, accuracy is 0.3088235294117647, response is No
concept is Metal, accuracy is 0.3448275862068966, response is No
concept is Basic Experimental Operation, accuracy is 0.046153846153846156, response is No
concept is Element, accuracy is 0.8271028037383178, response is No
concept is Metal, accuracy is 0.6379310344827587, response is Yes
concept is Research Into Application of Substance Property, accuracy is 0.4264705882352941, response is No
concept is Element, accuracy is 0.46261682242990654, response is No
concept is Basic Experimental Operation, accuracy is 0.07692307692307693, response is No
concept is Research Into Application of Substance Property, accuracy is 0.22058823529411764, response is No
concept is Element, accuracy is 0.7710280373831776, response is No
concept is Oxide(CO2), accuracy is 0.36, response is No
concept is Element, accuracy is 0.09813084112149532, response is No
concept is Basic Experimental Operation, accuracy is 0.9384615384615385, response is Yes
concept is Research Into Substance Property, accuracy is 0.8252427184466019, response is Yes
concept is Physical and Chemical Changes, accuracy is 0.9393939393939394, response is Yes
concept is Research Into Substance Property, accuracy is 0.5339805825242718, response is No
concept is Oxide(CO2), accuracy is 0.7407407407407407, response is Yes
concept is Basic Experimental Operation, accuracy is 0.2916666666666667, response is No
concept is Element, accuracy is 0.4719626168224299, response is Yes
concept is Air (Oxygen), accuracy is 0.9655172413793104, response is No
concept is Basic Experimental Operation, accuracy is 0.375, response is No
concept is Physical and Chemical Changes, accuracy is 0.5, response is No
concept is Basic Reaction Types (Including Reaction Rules), accuracy is 0.5365853658536586, response is No
concept is Element, accuracy is 0.780373831775701, response is Yes
concept is Metal, accuracy is 0.3793103448275862, response is Yes
concept is Research Into Application of Substance Property, accuracy is 0.7058823529411765, response is No
concept is Oxide(CO2), accuracy is 0.7307692307692307, response is No
concept is Physical and Chemical Changes, accuracy is 0.7878787878787878, response is No
concept is Research Into Substance Property, accuracy is 0.20388349514563106, response is No
concept is Basic Experimental Operation, accuracy is 0.7846153846153846, response is No
concept is Element, accuracy is 0.6495327102803738, response is No
concept is Element, accuracy is 0.7336448598130841, response is Yes
concept is Element, accuracy is 0.6682242990654206, response is No
concept is Oxide(CO2), accuracy is 0.72, response is Yes
concept is Air (Oxygen), accuracy is 0.8793103448275862, response is No
concept is Metal, accuracy is 0.8620689655172413, response is Yes
concept is Physical and Chemical Changes, accuracy is 0.5625, response is No
concept is Physical and Chemical Changes, accuracy is 0.8181818181818182, response is Yes
concept is Air (Oxygen), accuracy is 0.27586206896551724, response is No
concept is Basic Experimental Operation, accuracy is 0.7, response is No
concept is Basic Experimental Operation, accuracy is 0.7291666666666666, response is No
concept is Research Into Application of Substance Property, accuracy is 0.35294117647058826, response is Yes
concept is Basic Experimental Operation, accuracy is 0.11538461538461539, response is No
concept is Air (Oxygen), accuracy is 0.034482758620689655, response is No
concept is Element, accuracy is 0.7149532710280374, response is No
concept is Metal, accuracy is 0.06896551724137931, response is No
concept is Element, accuracy is 0.7102803738317757, response is No
concept is Research Into Application of Substance Property, accuracy is 0.07352941176470588, response is No
concept is Basic Reaction Types (Including Reaction Rules), accuracy is 0.6097560975609756, response is Yes
concept is Physical and Chemical Changes, accuracy is 0.21875, response is No
concept is Oxide(CO2), accuracy is 0.9259259259259259, response is Yes
concept is Metal, accuracy is 0.6551724137931034, response is No
concept is Basic Experimental Operation, accuracy is 0.8333333333333334, response is No
concept is Air (Oxygen), accuracy is 0.5862068965517241, response is No
concept is Air (Oxygen), accuracy is 0.3103448275862069, response is No
concept is Basic Experimental Operation, accuracy is 0.8153846153846154, response is No
concept is Element, accuracy is 0.794392523364486, response is Yes
concept is Air (Oxygen), accuracy is 0.41379310344827586, response is No
concept is Air (Oxygen), accuracy is 0.2413793103448276, response is No
concept is Air (Oxygen), accuracy is 0.5287356321839081, response is Yes
concept is Air (Oxygen), accuracy is 0.22988505747126436, response is No
concept is Air (Oxygen), accuracy is 0.8735632183908046, response is Yes
concept is Air (Oxygen), accuracy is 0.5402298850574713, response is No
concept is Air (Oxygen), accuracy is 0.9310344827586207, response is Yes
concept is Air (Oxygen), accuracy is 0.3448275862068966, response is No
concept is Air (Oxygen), accuracy is 0.19540229885057472, response is No
concept is Air (Oxygen), accuracy is 0.5057471264367817, response is Yes
concept is Air (Oxygen), accuracy is 0.4827586206896552, response is Yes
concept is Air (Oxygen), accuracy is 0.896551724137931, response is Yes
concept is Air (Oxygen), accuracy is 0.7011494252873564, response is Yes
concept is Air (Oxygen), accuracy is 0.47126436781609193, response is No
concept is Air (Oxygen), accuracy is 0.7471264367816092, response is Yes
concept is Air (Oxygen), accuracy is 0.7471264367816092, response is Yes
concept is Air (Oxygen), accuracy is 0.9425287356321839, response is Yes
concept is Metal, accuracy is 0.8103448275862069, response is Yes
concept is Element, accuracy is 0.2383177570093458, response is Yes
concept is Basic Experimental Operation, accuracy is 0.8333333333333334, response is Yes
concept is Physical and Chemical Changes, accuracy is 0.40625, response is Yes
concept is Basic Experimental Operation, accuracy is 0.8846153846153846, response is Yes
concept is Air (Oxygen), accuracy is 0.8620689655172413, response is Yes
concept is Oxide(CO2), accuracy is 0.8571428571428571, response is Yes
concept is Physical and Chemical Changes, accuracy is 0.6875, response is Yes
concept is Physical and Chemical Changes, accuracy is 0.5, response is Yes
concept is Element, accuracy is 0.6682242990654206, response is Yes
concept is Oxide(CO2), accuracy is 0.44, response is Yes
concept is Physical and Chemical Changes, accuracy is 0.21875, response is No
concept is Oxide(CO2), accuracy is 0.9142857142857143, response is Yes
concept is Basic Reaction Types (Including Reaction Rules), accuracy is 0.5609756097560976, response is Yes
concept is Basic Reaction Types (Including Reaction Rules), accuracy is 0.9024390243902439, response is Yes
concept is Oxide(CO2), accuracy is 0.8, response is No
concept is Basic Experimental Operation, accuracy is 0.7923076923076923, response is Yes
concept is Oxide(CO2), accuracy is 0.32, response is Yes
concept is Metal, accuracy is 0.3275862068965517, response is No
concept is Basic Experimental Operation, accuracy is 0.875, response is Yes
concept is Basic Experimental Operation, accuracy is 0.8541666666666666, response is Yes
concept is Metal, accuracy is 0.9482758620689655, response is Yes
concept is Oxide(CO2), accuracy is 0.8275862068965517, response is Yes
concept is Basic Reaction Types (Including Reaction Rules), accuracy is 0.6341463414634146, response is Yes
concept is Basic Experimental Operation, accuracy is 0.9583333333333334, response is Yes
concept is Air (Oxygen), accuracy is 0.5172413793103449, response is No
concept is Research Into Application of Substance Property, accuracy is 0.5294117647058824, response is Yes
concept is Basic Reaction Types (Including Reaction Rules), accuracy is 0.3170731707317073, response is Yes
concept is Air (Oxygen), accuracy is 0.27586206896551724, response is No
concept is Air (Oxygen), accuracy is 0.08620689655172414, response is No
concept is Air (Oxygen), accuracy is 0.7068965517241379, response is Yes
concept is Air (Oxygen), accuracy is 1.0, response is Yes
concept is Air (Oxygen), accuracy is 0.5344827586206896, response is Yes
concept is Research Into Application of Substance Property, accuracy is 0.5147058823529411, response is Yes
concept is Oxide(CO2), accuracy is 0.9259259259259259, response is Yes
concept is Basic Reaction Types (Including Reaction Rules), accuracy is 0.2926829268292683, response is Yes
concept is Oxide(CO2), accuracy is 0.8461538461538461, response is Yes
concept is Element, accuracy is 0.32710280373831774, response is No
concept is Element, accuracy is 0.7663551401869159, response is Yes
concept is Basic Experimental Operation, accuracy is 0.9769230769230769, response is Yes
concept is Oxide(CO2), accuracy is 0.2857142857142857, response is Yes
concept is Basic Experimental Operation, accuracy is 0.8384615384615385, response is Yes
concept is Physical and Chemical Changes, accuracy is 0.25, response is Yes
concept is Research Into Substance Property, accuracy is 0.47572815533980584, response is No
concept is Basic Reaction Types (Including Reaction Rules), accuracy is 0.12195121951219512, response is No
concept is Research Into Application of Substance Property, accuracy is 0.8676470588235294, response is Yes
concept is Research Into Substance Property, accuracy is 0.5048543689320388, response is No
concept is Oxide(CO2), accuracy is 0.22857142857142856, response is No
concept is Oxide(CO2), accuracy is 0.8, response is Yes
concept is Metal, accuracy is 0.5862068965517241, response is Yes
concept is Oxide(CO2), accuracy is 0.5769230769230769, response is No
concept is Research Into Substance Property, accuracy is 0.9320388349514563, response is Yes
concept is Basic Reaction Types (Including Reaction Rules), accuracy is 0.6341463414634146, response is Yes
concept is Research Into Substance Property, accuracy is 0.6601941747572816, response is Yes
concept is Basic Experimental Operation, accuracy is 0.9166666666666666, response is Yes
concept is Element, accuracy is 0.4719626168224299, response is Yes
concept is Metal, accuracy is 0.7413793103448276, response is Yes
concept is Air (Oxygen), accuracy is 0.6379310344827587, response is No
concept is Metal, accuracy is 0.603448275862069, response is Yes
concept is Oxide(CO2), accuracy is 0.9310344827586207, response is Yes
concept is Physical and Chemical Changes, accuracy is 0.7941176470588235, response is Yes
concept is Metal, accuracy is 0.6206896551724138, response is Yes
concept is Element, accuracy is 0.35514018691588783, response is Yes
concept is Element, accuracy is 0.822429906542056, response is Yes
concept is Research Into Application of Substance Property, accuracy is 0.3088235294117647, response is Yes
concept is Oxide(CO2), accuracy is 0.9428571428571428, response is Yes
concept is Metal, accuracy is 0.3448275862068966, response is Yes
concept is Basic Experimental Operation, accuracy is 0.046153846153846156, response is No
concept is Element, accuracy is 0.8271028037383178, response is Yes
concept is Metal, accuracy is 0.6379310344827587, response is Yes
concept is Research Into Application of Substance Property, accuracy is 0.4264705882352941, response is Yes
concept is Element, accuracy is 0.46261682242990654, response is Yes
concept is Basic Experimental Operation, accuracy is 0.07692307692307693, response is No
concept is Research Into Application of Substance Property, accuracy is 0.22058823529411764, response is Yes
concept is Element, accuracy is 0.7710280373831776, response is No
concept is Oxide(CO2), accuracy is 0.36, response is No
concept is Element, accuracy is 0.09813084112149532, response is No
concept is Basic Experimental Operation, accuracy is 0.9384615384615385, response is Yes
concept is Research Into Substance Property, accuracy is 0.8252427184466019, response is Yes
concept is Physical and Chemical Changes, accuracy is 0.9393939393939394, response is Yes
concept is Research Into Substance Property, accuracy is 0.5339805825242718, response is Yes
concept is Oxide(CO2), accuracy is 0.7714285714285715, response is Yes
concept is Oxide(CO2), accuracy is 0.7407407407407407, response is Yes
concept is Basic Experimental Operation, accuracy is 0.2916666666666667, response is No
concept is Element, accuracy is 0.4719626168224299, response is Yes
concept is Air (Oxygen), accuracy is 0.9655172413793104, response is Yes
concept is Basic Experimental Operation, accuracy is 0.375, response is Yes
concept is Physical and Chemical Changes, accuracy is 0.5, response is Yes
concept is Basic Reaction Types (Including Reaction Rules), accuracy is 0.5365853658536586, response is Yes
concept is Element, accuracy is 0.780373831775701, response is Yes
concept is Metal, accuracy is 0.3793103448275862, response is Yes
concept is Research Into Application of Substance Property, accuracy is 0.7058823529411765, response is Yes
concept is Oxide(CO2), accuracy is 0.7307692307692307, response is Yes
concept is Physical and Chemical Changes, accuracy is 0.7878787878787878, response is Yes
concept is Research Into Substance Property, accuracy is 0.20388349514563106, response is Yes
concept is Basic Experimental Operation, accuracy is 0.7846153846153846, response is Yes
concept is Element, accuracy is 0.6495327102803738, response is Yes
concept is Element, accuracy is 0.7336448598130841, response is Yes
concept is Oxide(CO2), accuracy is 1.0, response is Yes
concept is Element, accuracy is 0.6682242990654206, response is Yes
concept is Oxide(CO2), accuracy is 0.72, response is Yes
concept is Air (Oxygen), accuracy is 0.8793103448275862, response is Yes
concept is Metal, accuracy is 0.8620689655172413, response is Yes
concept is Physical and Chemical Changes, accuracy is 0.5625, response is Yes
concept is Physical and Chemical Changes, accuracy is 0.8181818181818182, response is Yes
concept is Air (Oxygen), accuracy is 0.27586206896551724, response is No
concept is Basic Experimental Operation, accuracy is 0.7, response is Yes
concept is Basic Experimental Operation, accuracy is 0.7291666666666666, response is Yes
concept is Research Into Application of Substance Property, accuracy is 0.35294117647058826, response is Yes
concept is Basic Experimental Operation, accuracy is 0.11538461538461539, response is No
concept is Air (Oxygen), accuracy is 0.034482758620689655, response is No
concept is Oxide(CO2), accuracy is 0.2, response is Yes
concept is Element, accuracy is 0.7149532710280374, response is Yes
concept is Metal, accuracy is 0.06896551724137931, response is No
concept is Element, accuracy is 0.7102803738317757, response is Yes
concept is Research Into Application of Substance Property, accuracy is 0.07352941176470588, response is No
concept is Basic Reaction Types (Including Reaction Rules), accuracy is 0.6097560975609756, response is Yes
concept is Physical and Chemical Changes, accuracy is 0.21875, response is Yes
concept is Oxide(CO2), accuracy is 0.9259259259259259, response is Yes
concept is Metal, accuracy is 0.6551724137931034, response is Yes
concept is Basic Experimental Operation, accuracy is 0.8333333333333334, response is No
concept is Air (Oxygen), accuracy is 0.5862068965517241, response is No
concept is Air (Oxygen), accuracy is 0.3103448275862069, response is Yes
concept is Basic Experimental Operation, accuracy is 0.8153846153846154, response is Yes
concept is Element, accuracy is 0.794392523364486, response is Yes
concept is Air (Oxygen), accuracy is 0.41379310344827586, response is Yes
concept is Molecules and Atoms, accuracy is 0.6987951807228916, response is No
concept is Element, accuracy is 0.2383177570093458, response is No
concept is Existence  Preservation and Conversion of Substance, accuracy is 0.2755905511811024, response is No
concept is Molecules and Atoms, accuracy is 0.8365384615384616, response is Yes
concept is Molecules and Atoms, accuracy is 0.9711538461538461, response is Yes
concept is Element, accuracy is 0.6682242990654206, response is Yes
concept is Existence  Preservation and Conversion of Substance, accuracy is 0.6456692913385826, response is No
concept is Law of Conservation of Mass (including Chemical Equations), accuracy is 0.2976190476190476, response is No
concept is Metal, accuracy is 1.0, response is Yes
concept is Solution, accuracy is 0.6071428571428571, response is Yes
concept is Existence  Preservation and Conversion of Substance, accuracy is 0.09448818897637795, response is No
concept is Molecules and Atoms, accuracy is 0.6867469879518072, response is Yes
concept is Metal, accuracy is 0.20930232558139536, response is No
concept is Existence  Preservation and Conversion of Substance, accuracy is 0.8031496062992126, response is Yes
concept is Metal, accuracy is 0.7906976744186046, response is Yes
concept is Metal, accuracy is 0.9883720930232558, response is Yes
concept is Molecules and Atoms, accuracy is 0.75, response is No
concept is Law of Conservation of Mass (including Chemical Equations), accuracy is 0.6785714285714286, response is No
concept is Molecules and Atoms, accuracy is 0.7692307692307693, response is Yes
concept is Solution, accuracy is 0.5178571428571429, response is No
concept is Molecules and Atoms, accuracy is 0.6265060240963856, response is Yes
concept is Element, accuracy is 0.32710280373831774, response is No
concept is Solution, accuracy is 0.0625, response is No
concept is Solution, accuracy is 0.42857142857142855, response is No
concept is Element, accuracy is 0.7663551401869159, response is Yes
concept is Solution, accuracy is 0.8571428571428571, response is Yes
